Unnamed: 0,addr,latitude,longitude
904,중랑구 면목동 168-1,37.5812836,127.0804079
905,중랑구 묵동 335- ,37.615507,127.0734205
906,중랑구 면목동 729-1,37.5775974,127.079162
907,성북구 정릉동 976-1,37.6206734,127.0064089
908,강북구 우이동 4-9,37.6624361,127.01338490000002
909,노원구 하계동 252-11,37.6369364,127.0759853
910,송파구 신천동 32- ,37.5121259,127.1045695
911,서초구 양재동 23- ,37.4838013,127.0337361
912,노원구 공릉동 63- ,37.6208765,127.0869649
913,노원구 상계동 1266-1,37.6803263,127.0572177
914,서초구 반포동 15-2,37.4998765,126.9950758
915,강동구 암사동 457-24,37.554601700000006,127.1347079
916,중랑구 중화동 382- ,37.6023455,127.0741895
917,송파구 잠실동 47- ,37.5094489,127.0986656
918,송파구 잠실동 47- ,37.5070847,127.1001673
919,송파구 잠실동 47- ,37.5104901,127.1014168
920,송파구 신천동 32- ,37.5121145,127.1076441
921,송파구 가락동 37- ,37.49891829999999,127.1242542
922,송파구 가락동 37- ,37.4977855,127.1239573
923,송파구 오금동 51- ,37.5050001,127.131601
924,송파구 오금동 51- ,37.5004438,127.1315421
925,송파구 오금동 51- ,37.5010089,127.1339867
926,송파구 가락동 195- ,37.49343560000001,127.1300735
927,강남구 삼성동 71-9,37.5134672,127.0538241
928,강동구 길동 97-5,37.54055510000001,127.146359
929,강동구 길동 255-2,37.5360671,127.1461751
930,강동구 둔촌동 66-2,37.53349229999999,127.1411812
931,강동구 둔촌동 517-2,37.5293038,127.1372768
932,강동구 명일동 305-51,37.5544854,127.1440923
933,강동구 상일동 443-8,37.545179,127.1702443
934,강동구 성내동 550- ,37.5292199,127.1238241
935,서대문구 연희동 194-32,37.5649678,126.9299758
936,서초구 서초동 1438-1,37.4864339,127.0229449
937,서초구 서초동 1439-2,37.4863592,127.0218857
938,서초구 서초동 1604-21,37.4862539,127.020066
939,강남구 자곡동 373-1,37.4764076,127.1053645
940,노원구 공릉동 711-1,37.6290433,127.0708002
941,노원구 공릉동 26-69,37.6388849,127.1095739
942,노원구 중계동 515-5,37.6492855,127.0671938
943,서초구 양재동 216- ,37.4626031,127.03727240000002
944,서초구 양재동 203- ,37.46712670000001,127.0347482
945,은평구 응암동 668- ,37.5872578,126.9244264
946,서대문구 홍제동 361-136,37.5878141,126.9363086
947,서초구 우면동 13-6,37.4682278,127.0281919
948,강남구 신사동 563-10,37.5194905,127.0263489
949,성북구 안암동5가 82-1,37.5856013,127.03184170000002
950,성북구 하월곡동 18-11,37.6035938,127.04375149999998
951,성북구 장위동 219-43,37.6165371,127.0414416
952,송파구 가락동 36-7,37.4985122,127.1253526
953,중랑구 중화동 207-22,37.5946634,127.0779307
954,송파구 가락동 122-1,37.4943144,127.1235209
955,성동구 금호동4가 187-2,37.5470999,127.0249247
956,성동구 성수동1가 656-1208,37.5474477,127.0443594
957,성동구 송정동 83- ,37.55406,127.0704387
958,노원구 상계동 1034-1,37.6713389,127.0556759
959,성북구 석관동 183-1,37.6107232,127.0624298
960,송파구 가락동 137-9,37.4924434,127.1273458
961,송파구 가락동 180-4,37.4931892,127.1363888
962,송파구 거여동 19-4,37.4954619,127.1402652
963,송파구 가락동 600- ,37.4925268,127.1176573
964,송파구 거여동 26-1,37.4936775,127.1443469
965,송파구 거여동 34-6,37.4929938,127.1496053
966,송파구 마천동 31- ,37.50012720000001,127.1431899
967,송파구 문정동 120-21,37.4913023,127.1153785
968,송파구 문정동 327-3,37.4838959,127.1230892
969,송파구 방이동 107-8,37.5129878,127.1134865
970,송파구 방이동 109-6,37.51102589999999,127.11115759999998
971,송파구 방이동 109-8,37.5112648,127.1106013
972,송파구 방이동 132-1,37.5106259,127.1209248
973,강서구 화곡동 843-4,37.52963629999999,126.8599396
974,강서구 화곡동 1125- ,37.55461,126.8551692
975,강서구 화곡동 983-1,37.5492139,126.8471198
976,강서구 화곡동 1076-14,37.54060670000001,126.8415777
977,강서구 외발산동 265-1,37.5462338,126.8207306
978,도봉구 쌍문동 103-7,37.6450494,127.0320247
979,관악구 남현동 602-306,37.4729395,126.982152
980,관악구 봉천동 729-4,37.49174650000001,126.9271308
981,강서구 방화2동 645-11,37.5667526,126.8067342
982,강서구 염창동 53-1,37.5538374,126.8709386
983,강서구 화곡동 809-3,37.5345814,126.86099
984,강서구 우장산동 1159-4,37.5484346,126.8417394
985,은평구 증산동 223-9,37.5788793,126.9003019
986,강서구 가양2동 1472-4,37.5674638,126.8513211
987,강서구 가양1동 1462-3,37.569554,126.8447313
988,강서구 등촌동 706-1,37.5592656,126.8501784
989,강서구 방화동 289-1,37.5742216,126.8138535
990,강서구 방화동 620-111,37.5623931,126.80833529999998
991,강서구 화곡동 776-4,37.5329607,126.8631532
992,강서구 화곡동 980-15,37.5516944,126.8500159
993,강서구 화곡동 980-27,37.5514441,126.8499726
994,강서구 염창동 275-12,37.5497458,126.8682298
995,강서구 내발산동 667-1,37.5553073,126.8368541
996,강서구 등촌동 630-2,37.5581018,126.8601937
997,강서구 방화동 821- ,37.57981760000001,126.8142929
998,강서구 화곡동 61-8,37.54370520000001,126.8452413
999,강서구 염창동 282-25,37.5472954,126.8740311
1000,강서구 화곡본동 24-254,37.54407310000001,126.8457255
1001,강서구 공항동 45-99,37.5622637,126.80932
1002,강서구 등촌동 513-6,37.544853,126.8618966
1003,강서구 방화동 823- ,37.5798335,126.8149975
1004,강서구 등촌동 512-18,37.5461864,126.8619443
1005,강서구 화곡동 1031-12,37.5437096,126.8388062
1006,강서구 가양2동 1481- ,37.5643346,126.8533807
1007,강서구 가양동 1486-0,37.5613519,126.8624509
1008,강서구 등촌동 687- ,37.5640611,126.8422221
1009,강서구 내발산동 701-13,37.5511105,126.8360739
1010,강서구 등촌동 690- ,37.56085510000001,126.8437471
1011,강서구 등촌동 707- ,37.56032800000001,126.8506905
1012,강서구 방화2동 851- ,37.56949210000001,126.8059718
1013,강서구 방화동 839- ,37.5749064,126.8196056
1014,강서구 방화동 848-0,37.572311600000006,126.8061212
1015,강서구 공항동 27-1,37.561541,126.8120902
1016,강서구 등촌동 707-3,37.5598165,126.8506116
1017,강서구 마곡동 56-1,37.5735244,126.832546
1018,마포구 서교동 445-3,37.5562443,126.91996670000002
1019,동대문구 휘경동 135-9,37.5929858,127.0657261
1020,동대문구 전농동 678-1,37.5780241,127.0476794
1021,동대문구 제기동 287-33,37.5856039,127.04201770000002
1022,동대문구 이문동 120-1,37.5978673,127.0655186
1023,동대문구 회기동 347-9,37.5908348,127.055406
1024,동대문구 용신동 234-40,37.5761293,127.0303227
1025,동대문구 청량리동 57-6,37.586329,127.0472998
1026,동대문구 답십리동 10-2,37.5674444,127.0613335
1027,마포구 아현동 458- ,37.54719,126.9521655
1028,강서구 화곡동 105-68,37.5421713,126.8429748
1029,마포구 도화동 353-2,37.5376611,126.9502212
1030,마포구 신수동 371-18,37.5469092,126.934521
1031,서대문구 충현동 1-90,37.5648298,126.95473359999998
1032,서대문구 홍제동 173-9,37.5877023,126.944928
1033,서대문구 홍제동 459-4,37.5860902,126.9494006
1034,서대문구 신촌동 142-4,37.5595545,126.9434999
1035,서대문구 북가좌동 324-13,37.5814933,126.9112079
1036,서대문구 남가좌동 342-7,37.5784111,126.9238966
1037,마포구 성산동 275-3,37.5635271,126.9085394
1038,동대문구 장안동 266-3,37.5785076,127.0705751
1039,서대문구 홍제동 7-13,37.5937805,126.9496986
1040,동대문구 홍은동 273-10,37.5800612,126.9341201
1041,서대문구 연희동 77-9,37.5739326,126.9352923
1042,서대문구 홍은동 425-3,37.5829782,126.9363973
1043,성북구 길음동 1281-7,37.6105014,127.0194638
1044,마포구 용강동 174-19,37.54179910000001,126.9456356
1045,서대문구 홍은동 171-1,37.5932326,126.9439111
1046,성북구 정릉동 1020- ,37.6014264,127.0166868
1047,성북구 정릉동 293-6,37.6133739,127.0070281
1048,서초구 서초동 1302-6,37.50263820000001,127.022157
1049,성북구 보문동 108-1,37.5803602,127.0228183
1050,성북구 안암동 140- ,37.58586500000001,127.02135990000002
1051,양천구 신월동 206-1,37.5283464,126.8329423
1052,양천구 신월동 525-1,37.5193858,126.8388369
1053,양천구 신월동 534-24,37.5200316,126.84406609999998
1054,양천구 신월동 87-15,37.53698170000001,126.8343226
1055,송파구 삼전동 72-8,37.5022836,127.0943021
1056,송파구 오금동 99-23,37.50693070000001,127.139069
1057,양천구 신월동 951-4,37.5214871,126.8338964
1058,영등포구 당산동2가 45- ,37.5217453,126.8947032
1059,영등포구 당산동 121-106,37.528102200000006,126.9079062
1060,영등포구 대림동 664-18,37.501274,126.8975437
1061,영등포구 대림동 710-12,37.4945437,126.8990337
1062,영등포구 대림동 776-3,37.4986479,126.8958915
1063,영등포구 대림동 994-1,37.4859486,126.903496
1064,영등포구 대림동 1082-20,37.48880670000001,126.8994801
1065,영등포구 도림동 71- ,37.5099737,126.90827620000002
1066,영등포구 도림동 243-2,37.5078201,126.9002873
1067,영등포구 문래동2가 1- ,37.5131969,126.8965005
1068,영등포구 문래동3가 76-3,37.51695529999999,126.8899395
1069,영등포구 문래동3가 8-7,37.5147055,126.9007442
1070,구로구 구로동 44-7,37.5019112,126.8916974
1071,구로구 구로동 636-89,37.4985659,126.8727569
1072,금천구 독산1동 331-39,37.4667277,126.8941331
1073,금천구 독산2동 378-392,37.4644427,126.9031753
1074,금천구 독산2동 1031-9,37.465931,126.89806029999998
1075,금천구 독산3동 983-16,37.4732521,126.8987962
1076,금천구 독산4동 287-7,37.4706836,126.8985804
1077,금천구 독산4동 1012-10,37.4686807,126.8987178
1078,금천구 독산4동 1022-83,37.4671297,126.9020712
1079,금천구 시흥1동 108-76,37.4574095,126.898902
1080,금천구 시흥1동 882-31,37.4557538,126.9005702
1081,구로구 개봉동 175-16,37.4964299,126.86061399999998
1082,구로구 오류동 74-8,37.4926985,126.838009
1083,송파구 석촌동 174-2,37.5053325,127.1062757
1084,송파구 오금동 127-9,37.5029624,127.1376303
1085,송파구 석촌동 183-2,37.5082888,127.1039453
1086,성북구 정릉동 673-3,37.6089669,127.0042193
1087,성북구 길음동 1064-1,37.6066868,127.0273176
1088,성북구 정릉동 966-125,37.6044504,127.0111848
1089,성북구 성복동 117-1,37.5910386,127.0032649
1090,성북구 석관동 384-37,37.6129808,127.0614173
1091,성북구 종암동 80-8,37.60006420000001,127.0315065
1092,성북구 장위2동 69-54,37.6123936,127.0545501
1093,송파구 잠실동 22-7,37.5118818,127.0885593
1094,송파구 송파구 114-4,37.4869773,127.1324088
1095,송파구 잠실동 7-6,37.5181191,127.1006628
1096,송파구 오륜동 89-10,37.5154507,127.1342962
1097,성북구 종암동 10-125,37.5969507,127.0356044
1098,성북구 하월곡동 88-526,37.6069944,127.0307396
1099,성북구 종암동 30- ,37.5921398,127.0367168
1100,성북구 하월곡동 70-202,37.6063668,127.036458
1101,성북구 돈암동 625-2,37.6020838,127.0254011
1102,성북구 하월곡동 18-1,37.60386210000001,127.0431416
1103,동대문구 답십리동 496-4,37.5677831,127.052096
1104,성북구 정릉동 465-1,37.6042408,127.0113943
1105,송파구 삼전동 7-8,37.5044006,127.0890679
1106,송파구 삼전동 9-8,37.50352720000001,127.0922475
1107,송파구 석촌동 14-2,37.50332750000001,127.0973831
1108,송파구 석촌동 14-9,37.502701,127.0974132
1109,송파구 석촌동 14-12,37.502876,127.0985984
1110,송파구 석촌동 217-17,37.499253,127.0970692
1111,송파구 석촌동 239-8,37.4994537,127.10171470000002
1112,송파구 석촌동 295- ,37.5026402,127.1090211
1113,송파구 송파동 19-1,37.5064367,127.1066324
1114,송파구 송파동 59-9,37.5107997,127.1103101
1115,송파구 송파동 174-16,37.5024848,127.1163992
1116,송파구 오금동 121-1,37.5045565,127.1384887
1117,송파구 오금동 121-6,37.5039648,127.1381555
1118,송파구 방이동 226-10,37.5065769,127.1205892
1119,송파구 오금동 129-6,37.5017763,127.1379693
1120,송파구 잠실동 222-31,37.5066386,127.0810067
1121,동대문구 제기동 136-235,37.5892245,127.0360894
1122,동대문구 청량리동 205-86,37.58797120000001,127.0425919
1123,동대문구 휘경동 333-5,37.589254,127.055346
1124,서초구 양재동 249-1,37.4734951,127.0396925
1125,서초구 우면동 564-4,37.4575234,127.0166704
1126,구로구 구로동 1126-17,37.4814939,126.8997737
1127,성동구 용답동 2-3,37.5645684,127.0552365
1128,서초구 원지동 10-16,37.4596065,127.0426577
1129,서초구 잠원동 13-6,37.5162058,127.0188656
1130,서초구 잠원동 47-6,37.5099348,127.016749
1131,성동구 옥수동 450-1,37.5409762,127.0114153
1132,성동구 용답동 118-9,37.5686637,127.0497365
1133,성동구 용답동 229-5,37.5614021,127.0622482
1134,성동구 용답동 229-2,37.56150020000001,127.0614726
1135,성동구 용답동 236-4,37.5604054,127.06917959999998
1136,성동구 하왕십리동 291-9,37.5701474,127.0274383
1137,양천구 신정동 1027-4,37.5213773,126.8575884
1138,양천구 신정동 296-31,37.5196689,126.8720982
1139,양천구 신정동 1294-6,37.5105065,126.847784
1140,영등포구 양평동4가 159-1,37.5363375,126.8989283
1141,영등포구 양평동4가 28- ,37.5354703,126.8978892
1142,영등포구 여의도동 10-1,37.5304503,126.9255885
1143,중구 충무로4가 12-1,37.5628018,126.9940241
1144,성북구 장위동 50-50,37.6121422,127.058809
1145,성북구 석관동 238-4,37.6112922,127.058368
1146,성북구 석관동 1-5,37.6037152,127.0574238
1147,성북구 종암동 3-1342,37.601544,127.0326882
1148,성북구 하월곡동 35-5,37.6016281,127.0416048
1149,강북구 번동 446-8,37.6361604,127.0241249
1150,강북구 수유동 32-2,37.6404369,127.021202
1151,강북구 번동 446-13,37.63722050000001,127.0252838
1152,용산구 갈월동 11-34,37.5469816,126.9721881
1153,양천구 신정동 296-5,37.5195366,126.8710695
1154,용산구 서계동 47-15,37.5523722,126.968957
1155,용산구 서빙고동 37- ,37.52223370000001,126.9933324
1156,동대문구 용두동 234-1,37.5772196,127.0301665
1157,영등포구 여의도동 17-2,37.5280612,126.91604
1158,용산구 원효로3가 43-3,37.5346659,126.9592991
1159,용산구 한강로3가 40-969,37.5323036,126.9610579
1160,용산구 한강로3가동 65-155,37.5250817,126.9644814
1161,용산구 한남동 224- ,37.5328302,127.0075028
1162,용산구 한남동 704-14,37.5346774,127.0061098
1163,용산구 한남동 707-14,37.5360854,127.0061435
1164,용산구 한남동 726-370,37.5460001,127.0028979
1165,은평구 갈현동 502-33,37.6185705,126.9152938
1166,은평구 갈현동 304-1,37.6180874,126.9060023
1167,영등포구 양평동5가 37- ,37.5384686,126.8920994
1168,영등포구 영등포동7가 63-8,37.5254229,126.9041521
1169,영등포구 영등포동1가 92-1,37.5183968,126.9135841
1170,용산구 원효로2가 70-2,37.5355395,126.96270990000002
1171,은평구 갈현동 506-5,37.6153747,126.9129373
1172,은평구 녹번동 19-38,37.6040172,126.9353253
1173,은평구 녹번동 59-1,37.6005774,126.9363321
1174,은평구 녹번동 81-15,37.604099,126.92534750000002
1175,은평구 대조동 172-75,37.6092716,126.9207489
1176,은평구 대조동 199-28,37.617139,126.9197298
1177,종로구 평창동 103-1,37.6098248,126.974866
1178,중구 남대문로5가 84-17,37.5569926,126.97453
1179,중구 만리동2가 215-1,37.552684,126.9635631
1180,용산구 후암동 448-103,37.554444200000006,126.977704
1181,은평구 녹번동 154-1,37.6044951,126.9241579
1182,종로구 평창동 157-1,37.6069701,126.9698929
1183,중구 무학동 12-2,37.5639945,127.0155988
1184,중구 신당동 336-5,37.5590494,127.01273590000002
1185,중구 신당동 101-9,37.5645433,127.0164741
1186,중구 신당동 741- ,37.564809,127.0255458
1187,중구 오장동 206-2,37.564173,127.0021803
1188,중구 장충동1가 31-1,37.5627321,127.0070467
1189,중구 충무로5가 19-19,37.5626004,126.9989116
1190,중구 필동2가 3-1,37.5608817,126.9937137
1191,종로구 평창동 198-1,37.6067343,126.9710623
1192,중구 신당동 357-6,37.555982,127.0092826
1193,중구 필동2가 51-1,37.5616744,126.99705729999998
1194,중구 황학동 938- ,37.566516,127.0232021
1195,중랑구 망우동 359-2,37.59950720000001,127.1007723
1196,중랑구 망우동 490-8,37.5986471,127.0966615
1197,강남구 자곡동 204-1,37.482821,127.1050958
1198,강남구 논현동 207- ,37.513645,127.0313411
1199,강남구 대치동 27-15,37.4992985,127.0781996
1200,강남구 대치동 21-1,37.4978103,127.0757298
1201,강남구 역삼동 707-27,37.5034388,127.04710959999998
1202,강동구 상일동 443-5,37.5450816,127.1696048
1203,강동구 성내동 19-1,37.5365898,127.1291116
1204,서초구 방배동 443-1,37.4789517,126.982131
1205,서초구 방배동 623-5,37.47312,126.9954496
1206,송파구 석촌동 183-1,37.5081064,127.1037793
1207,송파구 오금동 31-4,37.5061993,127.1316031
1208,송파구 잠실동 336-9,37.5035365,127.08689809999998
1209,서대문구 북가좌동 392-27,37.5736198,126.906368
1210,은평구 증산동 223-15,37.5777264,126.9015889
1211,강서구 화곡동 898-7,37.53004960000001,126.8472215
1212,양천구 신정동 1052-12,37.5167594,126.854697
1213,중구 신당동 292-61,37.561957,127.0150892
1214,성북구 보문동7가 105-3,37.5797895,127.022746
1215,성북구 정릉동 16-512,37.6013855,127.0215219
1216,강서구 화곡본동 46-148,37.54411320000001,126.8476729
1217,강서구 가양3동 1488-1,37.5611521,126.8606277
1218,성동구 용답동 236-1,37.560492,127.0683514
1219,성북구 보문동1가 45-0,37.5866652,127.0190193
1220,강서구 우장산동 648-8,37.5575741,126.84319920000002
1221,강서구 등촌3동 705-4,37.5589354,126.8479578
1222,강서구 화곡1동 366-1,37.53550120000001,126.841102
1223,강서구 등촌동 560-12,37.5427128,126.86247620000002
1224,강서구 화곡1동 425-4,37.5305756,126.8415733
1225,강서구 화곡3동 1050-3,37.5425524,126.8383655
1226,송파구 잠실동 40-0,37.5113372,127.0935121
1227,송파구 잠실동 181-3,37.5115104,127.0816989
1228,중구 초동 21-9,37.5647158,126.9916303
1229,중구 명동 39- ,37.56863679999999,126.9800962
1230,중구 소공동 53- ,37.5608338,126.972468
1231,중구 회현동2가 49-4,37.55717720000001,126.982658
1232,중구 남대문로5가 84-11,37.5572534,126.9735411
1233,중구 회현동 48-3,37.5594665,126.97283190000002
1234,중구 쌍림동 240- ,37.5630329,127.0054106
1235,중구 인현동1가 73-1,37.5648565,126.9956998
1236,중구 서소문동 135- ,37.5614292,126.9729664
1237,중구 서소문동 60-1,37.5627309,126.973624
1238,송파구 방이동 44-3,37.5169395,127.1131222
1239,중구 봉래동1가 101- ,37.5594236,126.9734308
1240,중구 신당1동 3-1,37.5678364,127.0165858
1241,중구 남대문로5가 176- ,37.5579566,126.9755476
1242,중구 정동 34-7,37.5631812,126.9716159
1243,중구 인현동1가 66- ,37.5650113,126.9945143
1244,중구 충무로3가 58-8,37.5625983,126.990783
1245,중구 저동2가 73-4,37.5647395,126.9897382
1246,중구 태평로2가 69-20,37.5628195,126.9770249
1247,중구 신당동 213-49,37.56861170000001,127.012657
1248,중구 회현동1가 102-1,37.5575455,126.9811707
1249,성동구 성수동2가 335-101,37.538104,127.0539539
1250,광진구 자양1동 610-4,37.53380870000001,127.076131
1251,광진구 화양동 7-12,37.540753,127.06958
1252,광진구 구의3동 228-3,37.5442769,127.0907452
1253,광진구 군자동 66-3,37.554449700000006,127.0756001
1254,광진구 중곡동 165-8,37.563474,127.082381
1255,광진구 군자동 361-24,37.5481104,127.0725185
1256,광진구 자양1동 624-25,37.5355472,127.0828368
1257,성북구 하월곡동 88-384,37.607686,127.0304344
1258,종로구 운니동 98-78,37.5771113,126.9884618
1259,중구 정동 34-5,37.5636708,126.972339
1260,중구 서소문동 120-23,37.5617707,126.9738516
1261,중구 서소문동 34- ,37.5637144,126.9749562
1262,성북구 장위동 64-91,37.6117595,127.05582350000002
1263,성북구 장위동 115-28,37.6164199,127.0567386
1264,강남구 청담동 124-1,37.5251237,127.0493784
1265,강남구 청담동 35-10,37.51902860000001,127.0464151
1266,강남구 삼성동 149-11,37.5118239,127.0555363
1267,강남구 삼성동 38-34,37.5112574,127.0460129
1268,강남구 대치동 646-2,37.4932862,127.0568277
1269,성북구 길음2동 518-8,37.6063418,127.0272533
1270,강남구 대치동 928-22,37.49986320000001,127.057867
1271,강남구 역삼동 829-20,37.4953842,127.0334051
1272,강남구 역삼동 761-26,37.4960293,127.046783
1273,강남구 도곡동 963-1,37.4909404,127.0385463
1274,강남구 개포동 660-7,37.4820157,127.0575405
1275,강남구 개포동 182-1,37.4898464,127.0691394
1276,강남구 개포동 1211-4,37.4789345,127.0515992
1277,강남구 일원동 735-3,37.4834499,127.086509
1278,강남구 일원동 712-3,37.4919227,127.08809879999998
1279,강남구 수서동 718-2,37.4889645,127.1050285
1280,강남구 세곡동 278-1,37.469175,127.106929
1281,강남구 삼성동 171-3,37.5103339,127.0670175
1282,강남구 역삼동 771-2,37.497099,127.0424789
1283,강북구 미아동 197-1,37.6269645,127.02695359999998
1284,강북구 인수동 527-19,37.6415658,127.0105844
1285,강북구 번동 417-11,37.6379455,127.0289126
1286,강북구 수유동 730-1,37.6446886,127.0198885
1287,강북구 수유동 472-31,37.633449,127.0171581
1288,용산구 성현동 1712-9,37.4896009,126.9481188
1289,관악구 서림동 1694-7,37.4750744,126.934965
1290,관악구 삼성동 1528- ,37.47015510000001,126.9329721
1291,관악구 난곡동 633-56,37.47097279999999,126.9216623
1292,관악구 대학동 209-1,37.46801370000001,126.94491709999998
1293,광진구 중곡동 259-10,37.5607128,127.0800183
1294,광진구 중곡2동 47-33,37.56032929999999,127.0814919
1295,강남구 개포동 12-6,37.4921635,127.0737833
1296,강북구 수유3동 223-8,37.63874129999999,127.0231162
1297,관악구 서원동 1641-65,37.4797968,126.9313494
1298,강북구 번동 242-3,37.6259424,127.0465555
1299,광진구 능동 232-4,37.55381129999999,127.0805162
1300,광진구 구의1동 237-6,37.5425494,127.0856855
1301,광진구 구의3동 630- ,37.5390446,127.0976935
1302,광진구 구의3동 245-10,37.5378383,127.0906675
1303,구로구 구로동 494-20,37.4993168,126.8829003
1304,구로구 수궁동 213-42,37.49395,126.8314717
1305,관악구 청룡동 1539-1,37.4791865,126.9416662
1306,광진구 중곡4동 18-145,37.5653718,127.0872742
1307,구로구 오류동 31-138,37.4970944,126.8450997
1308,구로구 개봉동 416-140,37.502240500000006,126.8471344
1309,구로구 가리봉동 131-26,37.4808535,126.8899185
1310,구로구 구로동 685-213,37.4930808,126.8758029
1311,광진구 고척동 82-9,37.50046320000001,126.8627658
1312,구로구 구로4동 803-5,37.485677,126.8866003
1313,구로구 고척동 339-2,37.5066924,126.8586696
1314,구로구 구로동 741-27,37.4897085,126.8863907
1315,강서구 마곡동 25-2,37.571865,126.8345025
1316,강서구 마곡동 22-4,37.5711698,126.8356558
1317,강서구 개화동 509-2,37.5749559,126.8017491
1318,강서구 오곡동 699-14,37.5558675,126.7681427
1319,관악구 신림동 112-46,37.4735889,126.9341584
1320,구로구 구로동 600-6,37.501839,126.8776866
1321,동대문구 답십리동 494-2,37.5665106,127.0537753
1322,동대문구 답십리동 497-23,37.56910360000001,127.0506041
1323,동대문구 장안동 366-7,37.5701973,127.0710519
1324,동대문구 장안동 310-4,37.5744533,127.0722169
1325,동대문구 장안동 338-2,37.5699673,127.0732995
1326,성북구 성북동 132-3,37.5921145,127.0024232
1327,성북구 동소문동3가 27- ,37.5901839,127.010624
1328,강서구 오곡동 593-2,37.5549852,126.7688206
1329,성북구 돈암동 30-11,37.6002481,127.0216107
1330,동대문구 제기동 648- ,37.5800719,127.0417127
1331,성북구 보문동5가 14- ,37.5837825,127.019985
1332,양천구 신정4동 1013-4,37.5224782,126.8620466
1333,양천구 신정4동 1013-7,37.52229000000001,126.8609277
1334,양천구 신정4동 981-16,37.5220229,126.8585919
1335,강서구 화곡6동 1116-3,37.5533361,126.851249
1336,강서구 화곡6동 1117-7,37.5524362,126.85079609999998
1337,강서구 화곡7동 1075-0,37.5413039,126.8399136
1338,강서구 화곡7동 373-12,37.5346196,126.8378419
1339,강서구 화곡동 998-9,37.551383,126.848885
1340,강서구 공항동 45-38,37.5618141,126.8097116
1341,강서구 등촌동 669-0,37.558612,126.8421124
1342,구로구 구로동 426-167,37.4929582,126.8838943
1343,구로구 개봉동 143-1,37.497898,126.853543
1344,구로구 구로동 546-3,37.50240220000001,126.8884213
1345,구로구 구로동 110-4,37.5011438,126.8896647
1346,구로구 구로동 27-4,37.5054998,126.8926082
1347,구로구 고척동 220-16,37.5069321,126.8549246
1348,양천구 신정2동 128-113,37.51874779999999,126.873957
1349,은평구 대조동 6-5,37.6113967,126.928634
1350,은평구 대조동 15-123,37.608799,126.9307656
1351,은평구 증산동 210-10,37.5817405,126.9044124
1352,은평구 응암동 598-4,37.5878822,126.9164007
1353,은평구 응암동 600-2,37.5893852,126.9168074
1354,은평구 역촌동 85-12,37.600057,126.9156288
1355,은평구 갈현동 465-12,37.6121382,126.9170384
1356,마포구 용강동 45-1,37.5408383,126.941816
1357,마포구 용강동 40-5,37.5399065,126.9439936
1358,마포구 동교동 165-5,37.5564608,126.9238407
1359,마포구 성산동 52-1,37.5641534,126.9132157
1360,마포구 서교동 447-1,37.55707720000001,126.9185574
1361,마포구 서교동 393-5,37.55069320000001,126.9148867
1362,양천구 목4동 792-6,37.5325569,126.8640402
1363,은평구 갈현동 467-1,37.6131953,126.9162203
1364,양천구 목4동 799-3,37.5327898,126.8687158
1365,양천구 목3동 603-1,37.5497662,126.8665929
1366,양천구 목5동 908-31,37.5376456,126.8821186
1367,성북구 삼선동5가 272- ,37.5884711,127.0168978
1368,성북구 동선동2가 120- ,37.5905673,127.0195301
1369,성북구 정릉동 414-10,37.6055788,127.0116927
1370,성북구 안암동5가 85-9,37.5848118,127.031081
1371,성북구 안암동5가 133-6,37.5817018,127.0277257
1372,강남구 신사동 575-1,37.52577539999999,127.0265749
1373,강남구 신사동 633- ,37.5253516,127.0337235
1374,강남구 신사동 638- ,37.5287992,127.0341713
1375,강남구 역삼동 652-2,37.5078016,127.0364729
1376,동대문구 장안동 416-8,37.5619591,127.063768
1377,강남구 역삼동 668-13,37.5026695,127.0364255
1378,강남구 역삼동 721-20,37.500774,127.0431072
1379,강남구 역삼동 726-13,37.49833029999999,127.0386308
1380,강남구 역삼동 734-15,37.496391,127.0396496
1381,강남구 역삼동 784-7,37.4948561,127.0458751
1382,강남구 역삼동 785-23,37.4942405,127.0455372
1383,강남구 청담동 79-14,37.5267637,127.0435488
1384,강남구 일원동 624-8,37.49488579999999,127.0842836
1385,강남구 일원동 645-13,37.4910301,127.0878564
1386,강남구 자곡동 210- ,37.4835246,127.10400520000002
1387,강남구 청담동 131-17,37.5227572,127.0563413
1388,강남구 청담동 132-9,37.5220568,127.0567738
1389,노원구 공릉동 690-11,37.61687720000001,127.0726111
1390,강남구 개포동 164-2,37.4835876,127.0616011
1391,구로구 개봉동 226-1,37.4976169,126.8523935
1392,구로구 개봉동 359-1,37.4862522,126.8561425
1393,구로구 고척동 76-18,37.499739700000006,126.8644929
1394,구로구 고척동 189- ,37.506769,126.8595584
1395,양천구 신월4동 439-17,37.5215258,126.8393079
1396,양천구 목3동 657-21,37.5451249,126.86260959999998
1397,양천구 신월5동 73-1,37.5379641,126.8315964
1398,양천구 신정1동 323-10,37.5156177,126.8622663
1399,양천구 신정1동 324-1,37.514599,126.8595523
1400,양천 신정2동 296-91,37.5194642,126.8731791
1401,양천구 신정4동 1009-6,37.5228141,126.8642416
1402,중구 무교동 96- ,37.5688803,126.9781956
1403,중구 남대문로4가 17-7,37.5614866,126.9765044
1404,송파구 오금동 145-13,37.4990653,127.1409814
1405,중구 필동1가 51-9,37.5615183,126.9934454
1406,중구 순화동 1-170,37.5637124,126.9692271
1407,중구 회현동 204- ,37.5604533,126.9796779
